date,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,vessel_status,data_source,year,month,nearest_region,nearest_country_full
1993-02-05,7.2267,5.0016667,Unknown,"Bonny Anchorage, Nigeria",NGA,NGA,31.946025339101165,7.071787957000083,4.75812409100007,Anchored,mappingpiracy,1993,2,Sub-Saharan Africa,Nigeria
1993-02-06,118.1667,16.5833333,Unknown,Hong Kong - Luzon - Hainan,PHL,PHL,174.73669588480044,119.75782311300009,16.21670156500005,Unknown,mappingpiracy,1993,2,East Asia & Pacific,Philippines
1993-02-15,121.2995,38.6974,Unknown,7.4 miles SE of Waglan. South China Sea,CHN,CHN,9.412733695661812,121.19849694100004,38.72785065300008,Unknown,mappingpiracy,1993,2,East Asia & Pacific,China
1993-02-16,118.7167,19.3166667,Unknown,Hong Kong - Luzon - Hainan,PHL,PHL,214.9032464638089,120.56080162900004,18.486761786000045,Unknown,mappingpiracy,1993,2,East Asia & Pacific,Philippines
1993-02-16,39.3533,-6.775,Unknown,"Dar-Es-Salam Anchor, Tanzania",TZA,TZA,5.977859498251536,39.32650800900007,-6.82195403399993,Unknown,mappingpiracy,1993,2,Sub-Saharan Africa,Tanzania
1993-02-16,111.0333,17.3333333,Unknown,Hong Kong - Luzon - Hainan,CHN,CHN,107.32752278973696,111.60287519600008,16.533351955000057,Unknown,mappingpiracy,1993,2,East Asia & Pacific,China
1993-02-16,111.2,15.7833333,Unknown,,VNM,VNM,0.4759014939646424,111.19629967500003,15.785711981000077,Unknown,mappingpiracy,1993,2,East Asia & Pacific,Vietnam
1993-02-16,39.3533,-6.775,Unknown,"Dar-Es-Salam Roads, Tanzania",TZA,TZA,5.977859498251536,39.32650800900007,-6.82195403399993,Unknown,mappingpiracy,1993,2,Sub-Saharan Africa,Tanzania
1993-02-18,115.25,19.67,Unknown,Western Luzon. Hong Kong - Luzon - Hainan,CHN,TWN,280.81187093993,114.30250084700003,22.04486725500004,Unknown,mappingpiracy,1993,2,East Asia & Pacific,China
1993-02-25,104.4,8.5166667,Unknown,South China Sea,VNM,VNM,36.7996075652598,104.72291100400008,8.602687893000052,Unknown,mappingpiracy,1993,2,East Asia & Pacific,Vietnam
1993-02-25,124.4333,36.2,Unknown,East China Sea,KOR,KOR,162.26266109885887,126.12891686300009,36.71190013200004,Unknown,mappingpiracy,1993,2,East Asia & Pacific,"Korea, Rep."
1993-02-28,67.1457,24.7847,Unknown,"Base Creek, Anchor. Arabian Sea",PAK,PAK,1.2913772630500364,67.15601647200003,24.79157135600008,Anchored,mappingpiracy,1993,2,South Asia,Pakistan
1993-03-01,50.5833,8.9333333,Unknown,Somalia,SOM,SOM,9.939720779769596,50.494883660000085,8.951971747000073,Unknown,mappingpiracy,1993,3,Sub-Saharan Africa,Somalia
1993-03-03,120.4667,25.4333333,Unknown,Taiwan Sea,CHN,CHN,61.08917381500073,119.87452233200008,25.556789455000057,Unknown,mappingpiracy,1993,3,East Asia & Pacific,China
1993-03-05,120.0667,17.6,Unknown,Hong Kong - Luzon - Hainan,PHL,PHL,28.76509066756926,120.33383222700002,17.556382554000038,Unknown,mappingpiracy,1993,3,East Asia & Pacific,Philippines
1993-03-06,98.7167,3.8,Unknown,Straits of Malacca-Indonesia,IDN,IDN,0.793892443815096,98.71062259200004,3.80377838700008,Unknown,mappingpiracy,1993,3,East Asia & Pacific,Indonesia
1993-03-19,122.7667,37.2833333,Unknown,East China Sea,CHN,CHN,12.774793237699964,122.67896569100004,37.374660549000055,Unknown,mappingpiracy,1993,3,East Asia & Pacific,China
1993-03-21,115.25,19.67,Unknown,SW of Hong Kong. Hong Kong - Luzon - Hainan,CHN,TWN,280.81187093993,114.30250084700003,22.04486725500004,Unknown,mappingpiracy,1993,3,East Asia & Pacific,China
1993-03-21,109.5,15.0,Unknown,South China Sea,VNM,VNM,54.138364991579714,109.08082116000004,14.72947825700004,Unknown,mappingpiracy,1993,3,East Asia & Pacific,Vietnam
1993-03-23,105.85,3.8166667,Unknown,South China Sea,IDN,IDN,68.73987072071623,106.27084394600008,3.3609886740000547,Unknown,mappingpiracy,1993,3,East Asia & Pacific,Indonesia
1993-03-23,124.3333,26.75,Unknown,East China Sea,Unknown,International Waters,97.18674872683712,124.5668237640001,25.89842357000009,Unknown,mappingpiracy,1993,3,,
1993-03-24,-43.1667,-22.8933333,Unknown,"Anchorage, Rio de Janeiro, Brazil",BRA,BRA,0.53913985225232,-43.16209876199992,-22.895684502999927,Anchored,mappingpiracy,1993,3,Latin America & Caribbean,Brazil
1993-04-02,121.7766,38.7931,Unknown,30 miles East of Waglan. Hong Kong - Luzon - Hainan,CHN,CHN,10.427624572622124,121.69629967500008,38.862941799000055,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-04,123.8,22.7333333,Unknown,Hong Kong - Luzon - Hainan,JPN,JPN,168.82713814967636,123.85124759200004,24.25698476800005,Unknown,mappingpiracy,1993,4,East Asia & Pacific,Japan
1993-04-04,115.6667,22.3333333,Unknown,Hong Kong - Luzon - Hainan,CHN,CHN,38.272811726867104,115.57521894800004,22.66833597200008,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-08,111.4167,12.5166667,Unknown,South China Sea,VNM,VNM,211.8323817007931,109.47242272200003,12.656398830000056,Unknown,mappingpiracy,1993,4,East Asia & Pacific,Vietnam
1993-04-13,115.25,19.67,Unknown,Hong Kong Harbour. Hong Kong - Luzon - Hainan,CHN,TWN,280.81187093993,114.30250084700003,22.04486725500004,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-17,115.6167,17.6333333,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,324.79292481988983,112.73682701900007,16.660223700000074,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-22,117.35,20.3,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,305.3620369727799,116.494687913,22.93935241300005,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-22,98.6767,3.7766667,Unknown,Belawan Port. Straits of Malacca-Indonesia,IDN,IDN,4.815190418867126,98.71062259200004,3.80377838700008,Unknown,mappingpiracy,1993,4,East Asia & Pacific,Indonesia
1993-04-22,116.0833,19.4,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,346.61626883761284,114.30250084700003,22.04486725500004,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-23,116.7833,21.1666667,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,196.9697334366181,116.09568990500009,22.82590045700005,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-23,117.5,20.8,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,258.66988454100385,116.494687913,22.93935241300005,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-04-29,126.0333,28.85,Unknown,East China Sea,JPN,JPN,241.21750851419765,128.229828321,27.86896393400008,Unknown,mappingpiracy,1993,4,East Asia & Pacific,Japan
1993-04-29,114.1833,17.926,Unknown,300 miles South of Hong Kong. Hong Kong - Luzon - Hainan,CHN,CHN,207.85426091895985,112.73340905000008,16.666083075000074,Unknown,mappingpiracy,1993,4,East Asia & Pacific,China
1993-05-02,124.95,35.2333333,Unknown,East China Sea,KOR,KOR,73.42519402861082,125.421234571,34.69708893400008,Unknown,mappingpiracy,1993,5,East Asia & Pacific,"Korea, Rep."
1993-05-03,120.05,17.3,Unknown,South China Sea,PHL,PHL,38.16391116043455,120.40821373800009,17.322699286000045,Unknown,mappingpiracy,1993,5,East Asia & Pacific,Philippines
1993-05-04,115.984,19.3123,Unknown,235 miles SE of Hong Kong. Hong Kong - Luzon - Hainan,CHN,TWN,349.5862663424488,114.30250084700003,22.04486725500004,Unknown,mappingpiracy,1993,5,East Asia & Pacific,China
1993-05-04,123.85,35.7833333,Unknown,East China Sea,CHN,KOR,172.48632608298792,122.51734459700003,36.90314362200007,Unknown,mappingpiracy,1993,5,East Asia & Pacific,China
1993-05-17,3.3767,6.45,Unknown,"16 miles South of Lagos, Nigeria",NGA,NGA,0.7458489210053331,3.373871290000068,6.456122137000079,Unknown,mappingpiracy,1993,5,Sub-Saharan Africa,Nigeria
1993-05-19,106.0,-5.95,Unknown,"Alongside Prointal Jetty, Indonesia",IDN,IDN,3.580700836442724,105.99724368600005,-5.917738539999959,Unknown,mappingpiracy,1993,5,East Asia & Pacific,Indonesia
1993-05-24,100.1667,3.5,Unknown,Straits of Malacca-Indonesia,IDN,IDN,58.18179192017877,99.75074303500004,3.180487372000073,Unknown,mappingpiracy,1993,5,East Asia & Pacific,Indonesia
1993-05-25,108.7167,-5.7833333,Unknown,Java Sea,IDN,IDN,64.6490793806986,108.36026907700004,-6.246400944999948,Unknown,mappingpiracy,1993,5,East Asia & Pacific,Indonesia
1993-05-25,108.4,6.9833333,Unknown,South China Sea,IDN,VNM,248.38090003650623,108.00513756600004,4.772365627000056,Unknown,mappingpiracy,1993,5,East Asia & Pacific,Indonesia
1993-06-02,122.1833,37.4333333,Unknown,Port of Weihaiwei. East China Sea,CHN,CHN,1.284733748928213,122.19776451900007,37.43235911700009,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-06-03,101.45,1.6766667,Unknown,Dumai Port. Straits of Malacca-Indonesia,IDN,IDN,4.422683576792091,101.42701256600004,1.7092959660000702,Unknown,mappingpiracy,1993,6,East Asia & Pacific,Indonesia
1993-06-09,101.9,2.25,Unknown,Straits of Malacca-Malaysia,MYS,MYS,16.441095149646834,101.86524498800004,2.394517320000091,Unknown,mappingpiracy,1993,6,East Asia & Pacific,Malaysia
1993-06-09,124.6667,27.6166667,Unknown,East China Sea,Unknown,International Waters,190.63992530897477,124.5668237640001,25.89842357000009,Unknown,mappingpiracy,1993,6,,
1993-06-11,124.1667,22.75,Unknown,East China Sea,JPN,JPN,169.7109434801409,123.87305748800009,24.258246161000045,Unknown,mappingpiracy,1993,6,East Asia & Pacific,Japan
1993-06-11,123.5667,37.7,Unknown,East China Sea,CHN,CHN,84.0370616377704,122.68824303500004,37.409816799000055,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-06-12,79.8432,6.95,Unknown,"Colombo Outer Road, Sri Lanka",LKA,LKA,1.4503777338162311,79.84815514400003,6.962144273000092,Unknown,mappingpiracy,1993,6,South Asia,Sri Lanka
1993-06-13,123.3167,36.8166667,Unknown,East China Sea,CHN,CHN,70.94400709739566,122.53272545700008,36.92593008000006,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-06-15,122.9286,29.0791,Unknown,150NM SE of Shanghai. East China Sea,CHN,CHN,93.28014703911194,121.99146569100004,29.25731028900009,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-06-16,125.1539,29.2179,Unknown,East China Sea,CHN,CHN,275.9887221976069,122.39519290500004,29.833319403000075,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-06-17,127.5,29.7833333,Unknown,East China Sea,JPN,KOR,196.3917210773024,129.527679884,29.902329820000038,Unknown,mappingpiracy,1993,6,East Asia & Pacific,Japan
1993-06-21,3.3667,6.2833333,Unknown,Nigeria,NGA,NGA,12.766603093328762,3.326182488000086,6.391424872000073,Unknown,mappingpiracy,1993,6,Sub-Saharan Africa,Nigeria
1993-06-24,111.2333,20.4166667,Unknown,Hong Kong - Luzon - Hainan,CHN,CHN,55.44484005537841,110.92066491000004,20.01203034100007,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-06-25,-77.0667,3.8766667,Unknown,"Inner Anchorage, Buenaventura, Colombia",COL,COL,1.0088997260916364,-77.06859290299991,3.8677432310000768,Unknown,mappingpiracy,1993,6,Latin America & Caribbean,Colombia
1993-06-25,128.6167,35.0666667,Unknown,East China Sea,KOR,KOR,0.7547466034766881,128.62476647200003,35.06818268400008,Unknown,mappingpiracy,1993,6,East Asia & Pacific,"Korea, Rep."
1993-06-26,110.5833,20.9666667,Unknown,China,CHN,CHN,1.0401832077231845,110.58961022200003,20.959377346000053,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-06-26,106.5,5.25,Unknown,South China Sea,IDN,IDN,170.43405856959174,107.93677819100004,4.703070380000042,Unknown,mappingpiracy,1993,6,East Asia & Pacific,Indonesia
1993-06-26,116.25,20.7666667,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,221.8364662183939,115.57521894800004,22.66833597200008,Unknown,mappingpiracy,1993,6,East Asia & Pacific,China
1993-07-06,115.7,20.0333333,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,265.89124541490787,114.30250084700003,22.04486725500004,Unknown,mappingpiracy,1993,7,East Asia & Pacific,China
1993-07-07,99.4333,4.1833333,Unknown,Straits of Malacca-Indonesia,IDN,IDN,75.01162277392095,99.07391004800007,3.608994286000041,Unknown,mappingpiracy,1993,7,East Asia & Pacific,Indonesia
1993-07-07,124.1333,35.3166667,Unknown,East China Sea,KOR,KOR,135.7884716696468,125.405609571,34.68256256700005,Unknown,mappingpiracy,1993,7,East Asia & Pacific,"Korea, Rep."
1993-07-08,124.1667,35.3333333,Unknown,East China Sea,KOR,KOR,134.16238929420538,125.41285241000004,34.69196198100008,Unknown,mappingpiracy,1993,7,East Asia & Pacific,"Korea, Rep."
1993-07-14,115.2167,22.3,Unknown,Hong Kong - Luzon - Hainan,CHN,CHN,42.12889506542827,114.91911854600004,22.56115516400007,Unknown,mappingpiracy,1993,7,East Asia & Pacific,China
1993-07-15,115.15,22.4,Unknown,Hong Kong - Luzon - Hainan,CHN,CHN,29.71560230664439,114.91911854600004,22.56115516400007,Unknown,mappingpiracy,1993,7,East Asia & Pacific,China
1993-08-13,115.1,22.1333333,Unknown,Hong Kong - Luzon - Hainan,CHN,CHN,50.451970509558194,114.8959664250001,22.547524404000058,Unknown,mappingpiracy,1993,8,East Asia & Pacific,China
1993-08-20,112.7467,-7.1885,Unknown,"Berlian barat, Surabaya, Indonesia",IDN,IDN,1.852101831449348,112.74512780000008,-7.205173434999949,Unknown,mappingpiracy,1993,8,East Asia & Pacific,Indonesia
1993-08-28,115.4533,19.5783333,Unknown,Hong Kong - Luzon - Hainan,CHN,TWN,298.1979648960454,114.30250084700003,22.04486725500004,Unknown,mappingpiracy,1993,8,East Asia & Pacific,China
1993-09-02,98.6767,3.7766667,Unknown,"Berth 105, Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200004,3.80377838700008,Unknown,mappingpiracy,1993,9,East Asia & Pacific,Indonesia
1993-09-09,13.965,-5.915,Unknown,Angola,COD,AGO,86.69204428428031,13.184336785000085,-5.856215101999908,Unknown,mappingpiracy,1993,9,Sub-Saharan Africa,"Congo, Dem. Rep."
1993-09-11,105.0,1.0,Unknown,Indonesia,IDN,IDN,16.537216062949188,104.85230553500004,0.9837100280000756,Unknown,mappingpiracy,1993,9,East Asia & Pacific,Indonesia
1993-09-21,120.1667,17.7166667,Unknown,Hong Kong - Luzon - Hainan,PHL,PHL,20.23933907561928,120.35320071700004,17.678127346000053,Unknown,mappingpiracy,1993,9,East Asia & Pacific,Philippines
1993-09-27,98.6767,3.7766667,Unknown,"Berth 108-109, Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200004,3.80377838700008,Unknown,mappingpiracy,1993,9,East Asia & Pacific,Indonesia
1993-09-29,-46.33,-24.1483333,Unknown,"Outer Road, Santos, Brazil",BRA,BRA,14.297871528052504,-46.38630123599995,-24.030043226999908,Unknown,mappingpiracy,1993,9,Latin America & Caribbean,Brazil
1993-10-08,-46.33,-24.1483333,Unknown,"Outer Road, Santos, Brazil",BRA,BRA,14.297871528052504,-46.38630123599995,-24.030043226999908,Unknown,mappingpiracy,1993,10,Latin America & Caribbean,Brazil
1993-10-17,120.2867,18.28,Unknown,Hong Kong - Luzon - Hainan,PHL,PHL,25.42184835095267,120.51807701900007,18.217718817000048,Unknown,mappingpiracy,1993,10,East Asia & Pacific,Philippines
1993-10-19,115.8667,-9.1666667,Unknown,Indonesia,IDN,IDN,32.97812517265998,116.00953209700003,-8.904473565999922,Unknown,mappingpiracy,1993,10,East Asia & Pacific,Indonesia
1993-10-22,106.6667,8.2833333,Unknown,Kampuchea,VNM,VNM,41.48872685365578,106.59929446700004,8.652411200000074,Unknown,mappingpiracy,1993,10,East Asia & Pacific,Vietnam
1993-10-26,-58.17,6.8216667,Unknown,"Georgetown, Guyana",GUY,GUY,0.6368436730517247,-58.165679490999935,6.817857164000088,Unknown,mappingpiracy,1993,10,Latin America & Caribbean,Guyana
1993-10-28,98.5833,-4.7333333,Unknown,Indonesia,IDN,IDN,256.5771124189956,100.33692467500003,-3.222588799999926,Unknown,mappingpiracy,1993,10,East Asia & Pacific,Indonesia
1993-11-02,90.8333,22.0833,Unknown,"Off Brul Reach, Gange River, India",BGD,BGD,6.097698599990736,90.77475019600008,22.07591380400004,Unknown,mappingpiracy,1993,11,South Asia,Bangladesh
1993-11-05,118.3667,19.8666667,Unknown,Hong Kong - Luzon - Hainan,PHL,TWN,276.6421382030041,120.57016035200002,18.50177643400008,Unknown,mappingpiracy,1993,11,East Asia & Pacific,Philippines
1993-11-12,79.6487,6.9499,Unknown,"12NM off Colombo Port, Sri Lanka",LKA,LKA,22.08245375739589,79.84815514400003,6.962144273000092,Unknown,mappingpiracy,1993,11,South Asia,Sri Lanka
1993-12-04,120.1833,17.95,Unknown,Hong Kong - Luzon - Hainan,PHL,PHL,26.17542983159808,120.42530358200008,17.902411200000074,Unknown,mappingpiracy,1993,12,East Asia & Pacific,Philippines
1993-12-06,89.3333,1.8333333,Unknown,Indian Ocean,IDN,International Waters,715.2368128715636,95.69263756600004,2.7920596370000794,Unknown,mappingpiracy,1993,12,East Asia & Pacific,Indonesia
1993-12-09,98.6767,3.7766667,Unknown,"Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200004,3.80377838700008,Unknown,mappingpiracy,1993,12,East Asia & Pacific,Indonesia
1994-01-02,116.1,22.0166667,Attempted,South China Sea,CHN,CHN,85.61923804711716,115.82595611500004,22.746643521000067,Unknown,mappingpiracy,1994,1,East Asia & Pacific,China
1994-01-05,112.0333,13.6333333,Hijacked,South China Sea,VNM,VNM,253.56016579787436,111.19654381600004,15.77537669500009,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Vietnam
1994-01-09,103.4,1.1833333,Attempted,STM-INDO,IDN,IDN,5.975183862653206,103.38982181100005,1.1302757830000587,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Indonesia
1994-01-09,103.4833,1.3,Boarded,Indonesia,MYS,MYS,2.5660371001747166,103.50407962300004,1.289943752000056,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Malaysia
1994-01-09,103.45,1.1666667,Boarded,STM-INDO,IDN,IDN,7.813492155606041,103.38982181100005,1.1302757830000587,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Indonesia
1994-01-10,118.1167,18.5666667,Boarded,HLH Area,PHL,PHL,254.27419244965816,120.470062696,18.091009833000044,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Philippines
1994-01-11,91.8267,22.2383333,Attempted,"Chittagong B, Bangladesh",BGD,BGD,0.831337699517829,91.83472741000004,22.237616278000075,Unknown,mappingpiracy,1994,1,South Asia,Bangladesh
1994-01-12,104.0833,1.2333333,Boarded,Singapore Straits,IDN,IDN,5.09846469072393,104.09058678500004,1.1878115910000702,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Indonesia
1994-01-16,123.9,28.5666667,Boarded,East China Sea,CHN,CHN,198.55810733845976,121.958343946,29.10187409100007,Unknown,mappingpiracy,1994,1,East Asia & Pacific,China
1994-01-16,107.0833,10.3,Boarded,Vietnam,VNM,VNM,2.599546048704744,107.08716881600004,10.323187567000048,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Vietnam
1994-01-22,32.55,29.8166667,Boarded,"No.8 Suez Canal, Egypt",EGY,EGY,5.333366015066978,32.604502800000034,29.82416413000004,Unknown,mappingpiracy,1994,1,Middle East & North Africa,"Egypt, Arab Rep."
1994-01-25,103.3167,1.25,Boarded,STM-INDO,IDN,IDN,14.259153490452237,103.36646569100004,1.1311709660000702,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Indonesia
1994-01-25,119.9667,17.6833333,Boarded,HLH Area,PHL,PHL,41.00942031825957,120.35320071700004,17.678127346000053,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Philippines
1994-01-26,-76.7533,17.7366667,Unknown,"Off Kingston, Jamaica, Carribean",JAM,JAM,21.29551630257899,-76.61314856699994,17.87449778900009,Unknown,mappingpiracy,1994,1,Latin America & Caribbean,Jamaica
1994-01-27,122.9286,29.0791,Unknown,East China Sea,CHN,CHN,93.28014703911194,121.99146569100004,29.25731028900009,Unknown,mappingpiracy,1994,1,East Asia & Pacific,China
1994-01-27,121.4,20.0,Hijacked,HLH Area,PHL,PHL,56.02019795775255,121.85084069100004,20.27342357000009,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Philippines
1994-01-30,110.7667,14.9,Boarded,HLH Area,VNM,VNM,107.2577829609345,111.19410241000004,15.77610911700009,Unknown,mappingpiracy,1994,1,East Asia & Pacific,Vietnam
1994-02-10,43.1667,11.6666667,Hijacked,Somalia,DJI,DJI,6.285266935207551,43.15186608200008,11.611761786000043,Unknown,mappingpiracy,1994,2,Middle East & North Africa,Djibouti
1994-02-16,112.0333,13.6333333,Unknown,HLH Area,VNM,VNM,253.56016579787436,111.19654381600004,15.77537669500009,Unknown,mappingpiracy,1994,2,East Asia & Pacific,Vietnam
1994-02-16,121.5933,15.0133333,Boarded,"Manila Port, Philippines",PHL,PHL,4.431694785091737,121.56006920700008,14.98965078300006,Unknown,mappingpiracy,1994,2,East Asia & Pacific,Philippines
1994-02-21,112.9,12.2833333,Attempted,South China Sea,CHN,CHN,202.7920642345014,114.27222741000004,11.045843817000048,Unknown,mappingpiracy,1994,2,East Asia & Pacific,China
1994-02-27,121.6433,22.9833333,Boarded,HLH Area,TWN,TWN,30.30157039998911,121.38160241000004,23.110663153000075,Unknown,mappingpiracy,1994,2,,
1994-03-08,116.95,-1.3666667,Boarded,Indonesia,IDN,IDN,14.040816112378495,116.95769290500004,-1.2399227839999298,Unknown,mappingpiracy,1994,3,East Asia & Pacific,Indonesia
1994-03-12,106.3333,8.4666667,Attempted,Kampuchea,VNM,VNM,34.11642830055747,106.57837975400004,8.655462958000044,Unknown,mappingpiracy,1994,3,East Asia & Pacific,Vietnam
1994-03-14,-17.4247,14.676,Boarded,"Dakar Roads, Senegal",SEN,SEN,0.2610339343750795,-17.42682857999995,14.67487213700008,Unknown,mappingpiracy,1994,3,Sub-Saharan Africa,Senegal
1994-03-15,79.7583,6.945,Boarded,Sri Lanka,LKA,LKA,10.108937045723222,79.84815514400003,6.962144273000092,Unknown,mappingpiracy,1994,3,South Asia,Sri Lanka
1994-03-20,114.1945,22.555,Hijacked,"TCS No.2 Buoy, Hong Kong (Coded as Hong Kong Port)",CHN,CHN,2.773186400417122,114.20997155000008,22.534491278000075,Unknown,mappingpiracy,1994,3,East Asia & Pacific,China
1994-03-25,116.1167,22.6166667,Attempted,East China Sea,CHN,CHN,23.270887597516232,116.09568990500009,22.82590045700005,Unknown,mappingpiracy,1994,3,East Asia & Pacific,China
1994-03-26,121.6433,25.9833333,Attempted,East China Sea,TWN,TWN,77.79337613307156,121.53972415500004,25.28742096600007,Unknown,mappingpiracy,1994,3,,
1994-03-26,114.2667,22.1166667,Boarded,East China Sea,CHN,CHN,6.397482952351344,114.29859459700003,22.06712474200009,Unknown,mappingpiracy,1994,3,East Asia & Pacific,China
1994-04-19,110.4717,13.3883333,Boarded,South China Sea,VNM,VNM,121.13588875299838,109.46501712300004,12.913316148000092,Unknown,mappingpiracy,1994,4,East Asia & Pacific,Vietnam
1994-04-23,121.22,19.6041667,Attempted,Philippines,PHL,PHL,28.758484180111815,121.35084069100004,19.375921942000048,Unknown,mappingpiracy,1994,4,East Asia & Pacific,Philippines
1994-04-25,106.9025,-6.0976667,Boarded,"Tanjung Priok Roads, Indonesia",IDN,IDN,7.190381219222667,106.83773847700007,-6.102715752999927,Unknown,mappingpiracy,1994,4,East Asia & Pacific,Indonesia
1994-05-03,107.3,18.75,Hijacked,Gulf of Tonkin,VNM,CHN,114.72494474678264,106.43482506600004,18.12352122600004,Unknown,mappingpiracy,1994,5,East Asia & Pacific,Vietnam
1994-05-08,98.7007,3.7836667,Boarded,"Belawan Roads, Indonesia",IDN,IDN,2.482068608101189,98.71062259200004,3.80377838700008,Unknown,mappingpiracy,1994,5,East Asia & Pacific,Indonesia
1994-05-16,-48.4877,-24.637,Boarded,"Santos Roads, Brazil",BRA,BRA,62.48681318503865,-48.05158443899995,-25.03679778399993,Unknown,mappingpiracy,1994,5,Latin America & Caribbean,Brazil
1994-05-17,98.7007,3.7836667,Boarded,"Outer Anchorage, Dar Es Salaam, Tanzania",IDN,IDN,2.482068608101189,98.71062259200004,3.80377838700008,Unknown,mappingpiracy,1994,5,East Asia & Pacific,Indonesia
1994-05-22,119.95,17.6,Attempted,HLH Area,PHL,PHL,41.03025732488796,120.33383222700002,17.556382554000038,Unknown,mappingpiracy,1994,5,East Asia & Pacific,Philippines
