ts_utc,lat,lon,sog,cog,mmsi,vessel_type,VHM0,VMDR,VTM10,uo,vo,u10,v10,stormy,rel_wave_angle,sea_sector,along_current_kn,cross_current_kn,stw_est_kn,wind_speed_ms,wind_dir_to,rel_wind_angle
2025-08-20 03:30:00,1.325,104.13,12.4,97,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,171.04999834485352,head,0.1790297123005173,0.02190441266557302,12.220970287699483,2.2157876,306.01514,150.98486328125
2025-08-20 03:33:00,1.324,104.135,12.9,99,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,173.04999834485352,head,0.17815619925941237,0.028139115943296187,12.721843800740588,2.2157876,306.01514,152.98486328125
2025-08-20 03:36:00,1.324,104.141,12.9,96,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,170.04999834485352,head,0.1793847299207936,0.01877657721400912,12.720615270079207,2.2157876,306.01514,149.98486328125
2025-08-20 03:39:00,1.323,104.148,11.8,100,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,174.04999834485352,head,0.17763796991911796,0.031244084618440086,11.622362030080883,2.2157876,306.01514,153.98486328125
2025-08-20 03:42:00,1.322,104.153,12.2,98,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,172.04999834485352,head,0.1786201604955745,0.025025575820846215,12.021379839504425,2.2157876,306.01514,151.98486328125
2025-08-20 03:45:00,1.322,104.158,11.9,94,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,168.04999834485352,head,0.17993074668470357,0.012504702240146713,11.720069253315296,2.2157876,306.01514,147.98486328125
2025-08-20 03:48:00,1.322,104.163,11.5,92,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,166.04999834485352,head,0.18025754554998513,0.006217592212806402,11.319742454450015,2.2157876,306.01514,145.98486328125
2025-08-20 03:51:00,1.321,104.168,11.3,90,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,164.04999834485352,head,0.18036472836256026,-7.709299289855347e-05,11.11963527163744,2.2157876,306.01514,143.98486328125
2025-08-20 03:54:00,1.32,104.173,10.8,89,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,163.04999834485352,head,0.18033591248256897,-0.0032248797975959705,10.619664087517432,2.2157876,306.01514,142.98486328125
2025-08-20 03:57:00,1.32,104.177,11.0,87,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,161.04999834485352,head,0.18011351003533568,-0.009516547870984538,10.819886489964665,2.2157876,306.01514,140.98486328125
2025-08-20 04:00:00,1.32,104.182,10.9,82,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,156.04999834485352,head,0.17859870195380653,-0.025178261279228533,10.721401298046194,2.2157876,306.01514,135.98486328125
2025-08-20 04:03:00,1.32,104.187,10.9,77,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,151.04999834485352,head,0.17572464990956413,-0.04064835291608777,10.724275350090437,2.2157876,306.01514,130.98486328125
2025-08-20 04:06:00,1.321,104.191,10.9,78,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,152.04999834485352,head,0.17640729777033917,-0.0375753439637829,10.723592702229661,2.2157876,306.01514,131.98486328125
2025-08-20 04:09:00,1.323,104.196,11.5,78,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,152.04999834485352,head,0.17640729777033917,-0.0375753439637829,11.32359270222966,2.2157876,306.01514,131.98486328125
2025-08-20 04:12:00,1.323,104.2,11.6,83,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,157.04999834485352,head,0.1790109217556659,-0.02205744937241296,11.420989078244334,2.2157876,306.01514,136.98486328125
2025-08-20 04:15:00,1.325,104.2,11.6,80,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,154.04999834485352,head,0.17761119580366252,-0.031395928172658905,11.422388804196338,2.2157876,306.01514,133.98486328125
2025-08-20 04:18:00,1.325,104.2,11.9,81,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,155.04999834485352,head,0.1781320792572075,-0.028291403643751156,11.721867920742794,2.2157876,306.01514,134.98486328125
2025-08-20 04:21:00,1.326,104.2,12.2,85,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,159.04999834485352,head,0.1796716670204837,-0.015796621496704095,12.020328332979515,2.2157876,306.01514,138.98486328125
2025-08-20 04:24:00,1.326,104.2,12.4,90,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,164.04999834485352,head,0.18036472836256026,-7.709299289855347e-05,12.21963527163744,2.2157876,306.01514,143.98486328125
2025-08-20 04:27:00,1.326,104.2,12.3,85,563123456,Container,0.06999999843537807,105.95000165514648,5.629999874159694,0.09278785,-3.9660154e-05,-1.7922657,1.3028809,0,159.04999834485352,head,0.1796716670204837,-0.015796621496704095,12.120328332979517,2.2157876,306.01514,138.98486328125
2025-08-20 04:30:00,1.327,104.2,12.0,81,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,159.00999825634062,head,0.2001892026416564,-0.026148117551546116,11.799810797358344,2.2157876,306.01514,134.98486328125
2025-08-20 04:33:00,1.328,104.2,12.3,76,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,154.00999825634062,head,0.1971484636801741,-0.04349625471622495,12.102851536319827,2.2157876,306.01514,129.98486328125
2025-08-20 04:36:00,1.329,104.2,12.0,73,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,151.00999825634062,head,0.19460186047895098,-0.05375459797935938,11.80539813952105,2.2157876,306.01514,126.98486328125
2025-08-20 04:39:00,1.331,104.2,11.6,73,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,151.00999825634062,head,0.19460186047895098,-0.05375459797935938,11.405398139521049,2.2157876,306.01514,126.98486328125
2025-08-20 04:42:00,1.332,104.2,12.0,72,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,150.00999825634062,head,0.1936340745812162,-0.057142681656251075,11.806365925418783,2.2157876,306.01514,125.98486328125
2025-08-20 04:45:00,1.333,104.2,11.6,69,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,147.00999825634062,beam,0.19037808892490637,-0.0671983940514362,11.409621911075094,2.2157876,306.01514,122.98486328125
2025-08-20 04:48:00,1.335,104.2,11.7,68,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,146.00999825634062,beam,0.18917631973492774,-0.07051071519521017,11.510823680265071,2.2157876,306.01514,121.98486328125
2025-08-20 04:51:00,1.338,104.2,12.5,63,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,141.00999825634062,beam,0.1823110329699367,-0.08673020329289155,12.317688967030064,2.2157876,306.01514,116.98486328125
2025-08-20 04:54:00,1.341,104.2,12.2,60,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,138.00999825634062,beam,0.1775220739109153,-0.09615276480767042,12.022477926089085,2.2157876,306.01514,113.98486328125
2025-08-20 04:57:00,1.343,104.2,11.8,60,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,138.00999825634062,beam,0.1775220739109153,-0.09615276480767042,11.622477926089086,2.2157876,306.01514,113.98486328125
2025-08-20 05:00:00,1.346,104.2,11.4,62,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,140.00999825634062,beam,0.1807696153583163,-0.0898987601082352,11.219230384641683,2.2157876,306.01514,115.98486328125
2025-08-20 05:03:00,1.348,104.2,11.6,65,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,143.00999825634062,beam,0.18522681445835817,-0.08031480630245333,11.414773185541641,2.2157876,306.01514,118.98486328125
2025-08-20 05:06:00,1.35,104.2,11.5,62,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,140.00999825634062,beam,0.1807696153583163,-0.0898987601082352,11.319230384641683,2.2157876,306.01514,115.98486328125
2025-08-20 05:09:00,1.353,104.2,11.5,62,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,140.00999825634062,beam,0.1807696153583163,-0.0898987601082352,11.319230384641683,2.2157876,306.01514,115.98486328125
2025-08-20 05:12:00,1.355,104.2,11.4,57,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,135.00999825634062,beam,0.17224653918671212,-0.10531177827760817,11.227753460813288,2.2157876,306.01514,110.98486328125
2025-08-20 05:15:00,1.358,104.2,11.2,54,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,132.00999825634062,beam,0.16649888867130827,-0.11418213948341895,11.033501111328691,2.2157876,306.01514,107.98486328125
2025-08-20 05:18:00,1.361,104.2,11.4,51,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,129.00999825634062,beam,0.16029487627525227,-0.12273953538160891,11.239705123724749,2.2157876,306.01514,104.98486328125
2025-08-20 05:21:00,1.364,104.2,11.6,50,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,128.00999825634062,beam,0.1581283623317867,-0.12551837288643777,11.441871637668212,2.2157876,306.01514,103.98486328125
2025-08-20 05:24:00,1.368,104.2,11.5,50,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,128.00999825634062,beam,0.1581283623317867,-0.12551837288643777,11.341871637668213,2.2157876,306.01514,103.98486328125
2025-08-20 05:27:00,1.371,104.2,10.9,54,563123456,Container,0.06999999843537807,101.99000174365938,5.449999878183007,0.10382285,0.0028244609,-1.7922657,1.3028809,0,132.00999825634062,beam,0.16649888867130827,-0.11418213948341895,10.733501111328692,2.2157876,306.01514,107.98486328125
2025-08-20 05:30:00,1.375,104.2,11.2,58,563123456,Container,,123.40000126510859,,0.1182648,0.00631,-0.68226564,0.7428809,0,114.59999873489141,beam,0.20145574942293515,-0.11142015691569584,10.998544250577064,1.0086418,317.4355,100.56451416015625
2025-08-20 05:33:00,1.378,104.2,11.1,58,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,114.59999873489141,beam,,,,1.0086418,317.4355,100.56451416015625
2025-08-20 05:36:00,1.38,104.2,10.5,62,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,118.59999873489141,beam,,,,1.0086418,317.4355,104.56451416015625
2025-08-20 05:39:00,1.383,104.2,10.6,60,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,116.59999873489141,beam,,,,1.0086418,317.4355,102.56451416015625
2025-08-20 05:42:00,1.386,104.2,11.5,57,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,113.59999873489141,beam,,,,1.0086418,317.4355,99.56451416015625
2025-08-20 05:45:00,1.389,104.2,11.2,53,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,109.59999873489141,beam,,,,1.0086418,317.4355,95.56451416015625
2025-08-20 05:48:00,1.392,104.2,10.7,57,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,113.59999873489141,beam,,,,1.0086418,317.4355,99.56451416015625
2025-08-20 05:51:00,1.394,104.2,10.3,62,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,118.59999873489141,beam,,,,1.0086418,317.4355,104.56451416015625
2025-08-20 05:54:00,1.397,104.2,10.6,66,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,122.59999873489141,beam,,,,1.0086418,317.4355,108.56451416015625
2025-08-20 05:57:00,1.4,104.2,10.5,68,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,124.59999873489141,beam,,,,1.0086418,317.4355,110.56451416015625
2025-08-20 06:00:00,1.402,104.2,10.0,69,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,125.59999873489141,beam,,,,1.0086418,317.4355,111.56451416015625
2025-08-20 06:03:00,1.403,104.2,9.8,74,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,130.59999873489141,beam,,,,1.0086418,317.4355,116.56451416015625
2025-08-20 06:06:00,1.405,104.2,9.8,72,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,128.59999873489141,beam,,,,1.0086418,317.4355,114.56451416015625
2025-08-20 06:09:00,1.405,104.2,10.3,70,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,126.59999873489141,beam,,,,1.0086418,317.4355,112.56451416015625
2025-08-20 06:12:00,1.407,104.2,10.4,73,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,129.59999873489141,beam,,,,1.0086418,317.4355,115.56451416015625
2025-08-20 06:15:00,1.408,104.2,10.6,72,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,128.59999873489141,beam,,,,1.0086418,317.4355,114.56451416015625
2025-08-20 06:18:00,1.41,104.2,10.7,72,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,128.59999873489141,beam,,,,1.0086418,317.4355,114.56451416015625
2025-08-20 06:21:00,1.411,104.2,10.9,77,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,133.59999873489141,beam,,,,1.0086418,317.4355,119.56451416015625
2025-08-20 06:24:00,1.413,104.2,10.7,73,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,129.59999873489141,beam,,,,1.0086418,317.4355,115.56451416015625
2025-08-20 06:27:00,1.415,104.2,10.9,68,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,124.59999873489141,beam,,,,1.0086418,317.4355,110.56451416015625
2025-08-20 06:30:00,1.416,104.2,10.8,67,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,123.59999873489141,beam,,,,1.0086418,317.4355,109.56451416015625
2025-08-20 06:33:00,1.418,104.2,10.6,70,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,126.59999873489141,beam,,,,1.0086418,317.4355,112.56451416015625
2025-08-20 06:36:00,1.42,104.2,10.3,75,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,131.59999873489141,beam,,,,1.0086418,317.4355,117.56451416015625
2025-08-20 06:39:00,1.421,104.2,9.7,73,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,129.59999873489141,beam,,,,1.0086418,317.4355,115.56451416015625
2025-08-20 06:42:00,1.423,104.2,9.8,76,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,132.59999873489141,beam,,,,1.0086418,317.4355,118.56451416015625
2025-08-20 06:45:00,1.424,104.2,9.5,73,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,129.59999873489141,beam,,,,1.0086418,317.4355,115.56451416015625
2025-08-20 06:48:00,1.426,104.2,10.1,69,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,125.59999873489141,beam,,,,1.0086418,317.4355,111.56451416015625
2025-08-20 06:51:00,1.426,104.2,10.7,65,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,121.59999873489141,beam,,,,1.0086418,317.4355,107.56451416015625
2025-08-20 06:54:00,1.428,104.2,11.2,65,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,121.59999873489141,beam,,,,1.0086418,317.4355,107.56451416015625
2025-08-20 06:57:00,1.431,104.2,11.9,62,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,118.59999873489141,beam,,,,1.0086418,317.4355,104.56451416015625
2025-08-20 07:00:00,1.433,104.2,11.2,57,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,113.59999873489141,beam,,,,1.0086418,317.4355,99.56451416015625
2025-08-20 07:03:00,1.437,104.2,10.6,59,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,115.59999873489141,beam,,,,1.0086418,317.4355,101.56451416015625
2025-08-20 07:06:00,1.44,104.2,10.6,55,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,111.59999873489141,beam,,,,1.0086418,317.4355,97.56451416015625
2025-08-20 07:09:00,1.443,104.2,10.2,56,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,112.59999873489141,beam,,,,1.0086418,317.4355,98.56451416015625
2025-08-20 07:12:00,1.446,104.2,10.5,56,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,112.59999873489141,beam,,,,1.0086418,317.4355,98.56451416015625
2025-08-20 07:15:00,1.449,104.2,10.1,52,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,108.59999873489141,beam,,,,1.0086418,317.4355,94.56451416015625
2025-08-20 07:18:00,1.452,104.2,10.6,53,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,109.59999873489141,beam,,,,1.0086418,317.4355,95.56451416015625
2025-08-20 07:21:00,1.455,104.2,10.8,51,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,107.59999873489141,beam,,,,1.0086418,317.4355,93.56451416015625
2025-08-20 07:24:00,1.458,104.2,10.8,56,563123456,Container,,123.40000126510859,,,,-0.68226564,0.7428809,0,112.59999873489141,beam,,,,1.0086418,317.4355,98.56451416015625
2025-08-20 07:27:00,1.46,104.2,10.1,58,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,100.56451416015625
2025-08-20 07:30:00,1.463,104.2,10.0,63,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,105.56451416015625
2025-08-20 07:33:00,1.465,104.2,10.0,67,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,109.56451416015625
2025-08-20 07:36:00,1.466,104.2,9.5,71,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,113.56451416015625
2025-08-20 07:39:00,1.468,104.2,9.2,73,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,115.56451416015625
2025-08-20 07:42:00,1.469,104.2,8.3,77,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,119.56451416015625
2025-08-20 07:45:00,1.47,104.2,9.5,73,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,115.56451416015625
2025-08-20 07:48:00,1.472,104.2,9.2,72,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,114.56451416015625
2025-08-20 07:51:00,1.473,104.2,9.0,76,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,118.56451416015625
2025-08-20 07:54:00,1.473,104.2,8.7,72,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,114.56451416015625
2025-08-20 07:57:00,1.473,104.2,9.0,68,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,110.56451416015625
2025-08-20 08:00:00,1.474,104.2,8.9,67,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,109.56451416015625
2025-08-20 08:03:00,1.475,104.2,8.7,69,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,111.56451416015625
2025-08-20 08:06:00,1.476,104.2,8.9,67,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,109.56451416015625
2025-08-20 08:09:00,1.478,104.2,9.7,70,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,112.56451416015625
2025-08-20 08:12:00,1.48,104.2,9.6,69,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,111.56451416015625
2025-08-20 08:15:00,1.482,104.2,9.4,73,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,115.56451416015625
2025-08-20 08:18:00,1.483,104.2,9.4,78,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,120.56451416015625
2025-08-20 08:21:00,1.485,104.2,8.9,80,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,122.56451416015625
2025-08-20 08:24:00,1.486,104.2,9.2,85,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,127.56451416015625
2025-08-20 08:27:00,1.486,104.2,9.4,81,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,123.56451416015625
2025-08-20 08:30:00,1.487,104.2,9.3,81,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,123.56451416015625
2025-08-20 08:33:00,1.488,104.2,9.5,80,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,122.56451416015625
2025-08-20 08:36:00,1.489,104.2,9.7,84,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,126.56451416015625
2025-08-20 08:39:00,1.488,104.2,8.9,85,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,127.56451416015625
2025-08-20 08:42:00,1.488,104.2,8.3,81,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,123.56451416015625
2025-08-20 08:45:00,1.488,104.2,8.3,83,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,125.56451416015625
2025-08-20 08:48:00,1.489,104.2,8.8,84,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,126.56451416015625
2025-08-20 08:51:00,1.49,104.2,8.6,82,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,124.56451416015625
2025-08-20 08:54:00,1.491,104.2,8.9,82,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,124.56451416015625
2025-08-20 08:57:00,1.492,104.2,10.2,80,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,122.56451416015625
2025-08-20 09:00:00,1.493,104.2,10.6,78,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,120.56451416015625
2025-08-20 09:03:00,1.494,104.2,9.9,83,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,125.56451416015625
2025-08-20 09:06:00,1.494,104.2,9.9,85,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,127.56451416015625
2025-08-20 09:09:00,1.495,104.2,10.0,89,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,131.56451416015625
2025-08-20 09:12:00,1.496,104.2,9.8,87,563123456,Container,,,,,,-0.68226564,0.7428809,0,,,,,,1.0086418,317.4355,129.56451416015625
