ts_utc,lat,lon,sog,cog,mmsi,vessel_type
2025-08-20T08:12:00Z,1.48,104.2,9.6,069,563123456,Container
2025-08-20T08:15:00Z,1.482,104.2,9.4,073,563123456,Container
2025-08-20T08:18:00Z,1.483,104.2,9.4,078,563123456,Container
2025-08-20T08:21:00Z,1.485,104.2,8.9,080,563123456,Container
2025-08-20T08:24:00Z,1.486,104.2,9.2,085,563123456,Container
2025-08-20T08:27:00Z,1.486,104.2,9.4,081,563123456,Container
2025-08-20T08:30:00Z,1.487,104.2,9.3,081,563123456,Container
2025-08-20T08:33:00Z,1.488,104.2,9.5,080,563123456,Container
2025-08-20T08:36:00Z,1.489,104.2,9.7,084,563123456,Container
2025-08-20T08:39:00Z,1.488,104.2,8.9,085,563123456,Container
2025-08-20T08:42:00Z,1.488,104.2,8.3,081,563123456,Container
2025-08-20T08:45:00Z,1.488,104.2,8.3,083,563123456,Container
2025-08-20T08:48:00Z,1.489,104.2,8.8,084,563123456,Container
2025-08-20T08:51:00Z,1.49,104.2,8.6,082,563123456,Container
2025-08-20T08:54:00Z,1.491,104.2,8.9,082,563123456,Container
2025-08-20T08:57:00Z,1.492,104.2,10.2,080,563123456,Container
2025-08-20T09:00:00Z,1.493,104.2,10.6,078,563123456,Container
2025-08-20T09:03:00Z,1.494,104.2,9.9,083,563123456,Container
2025-08-20T09:06:00Z,1.494,104.2,9.9,085,563123456,Container
2025-08-20T09:09:00Z,1.495,104.2,10.0,089,563123456,Container
2025-08-20T09:12:00Z,1.496,104.2,9.8,087,563123456,Container
2025-08-20T09:15:00Z,1.496,104.2,9.2,090,563123456,Container
2025-08-20T09:18:00Z,1.497,104.2,9.7,087,563123456,Container
2025-08-20T09:21:00Z,1.497,104.2,10.2,082,563123456,Container
2025-08-20T09:24:00Z,1.497,104.2,10.3,085,563123456,Container
2025-08-20T09:27:00Z,1.497,104.2,11.1,081,563123456,Container
2025-08-20T09:30:00Z,1.499,104.2,11.0,083,563123456,Container
2025-08-20T09:33:00Z,1.499,104.2,11.1,078,563123456,Container
2025-08-20T09:36:00Z,1.5,104.2,11.1,075,563123456,Container
2025-08-20T09:39:00Z,1.5,104.2,10.6,070,563123456,Container
2025-08-20T09:42:00Z,1.502,104.2,11.0,067,563123456,Container
2025-08-20T09:45:00Z,1.504,104.2,11.3,069,563123456,Container
2025-08-20T09:48:00Z,1.506,104.2,10.9,071,563123456,Container
2025-08-20T09:51:00Z,1.507,104.2,10.7,070,563123456,Container
2025-08-20T09:54:00Z,1.509,104.2,10.6,074,563123456,Container
2025-08-20T09:57:00Z,1.51,104.2,10.1,070,563123456,Container
2025-08-20T10:00:00Z,1.511,104.2,10.5,073,563123456,Container
2025-08-20T10:03:00Z,1.513,104.2,10.4,070,563123456,Container
2025-08-20T10:06:00Z,1.515,104.2,11.1,073,563123456,Container
2025-08-20T10:09:00Z,1.516,104.2,10.8,078,563123456,Container
2025-08-20T10:12:00Z,1.517,104.2,11.4,074,563123456,Container
2025-08-20T10:15:00Z,1.518,104.2,12.0,077,563123456,Container
2025-08-20T10:18:00Z,1.52,104.2,12.5,081,563123456,Container
2025-08-20T10:21:00Z,1.521,104.2,12.8,086,563123456,Container
2025-08-20T10:24:00Z,1.522,104.2,12.7,086,563123456,Container
2025-08-20T10:27:00Z,1.522,104.2,12.8,081,563123456,Container
2025-08-20T10:30:00Z,1.523,104.2,12.5,080,563123456,Container
2025-08-20T10:33:00Z,1.525,104.2,12.2,077,563123456,Container
2025-08-20T10:36:00Z,1.527,104.2,12.5,073,563123456,Container
2025-08-20T10:39:00Z,1.529,104.2,12.2,075,563123456,Container
2025-08-20T10:42:00Z,1.53,104.2,12.5,075,563123456,Container
2025-08-20T10:45:00Z,1.533,104.2,12.6,079,563123456,Container
2025-08-20T10:48:00Z,1.534,104.2,13.6,080,563123456,Container
2025-08-20T10:51:00Z,1.535,104.2,14.1,081,563123456,Container
2025-08-20T10:54:00Z,1.536,104.2,14.6,083,563123456,Container
2025-08-20T10:57:00Z,1.537,104.2,15.1,084,563123456,Container
2025-08-20T11:00:00Z,1.537,104.2,15.5,080,563123456,Container
2025-08-20T11:03:00Z,1.538,104.2,15.6,085,563123456,Container
2025-08-20T11:06:00Z,1.539,104.2,16.2,084,563123456,Container
2025-08-20T11:09:00Z,1.539,104.2,16.1,082,563123456,Container
2025-08-20T11:12:00Z,1.54,104.2,15.8,078,563123456,Container
2025-08-20T11:15:00Z,1.541,104.2,16.4,083,563123456,Container
2025-08-20T11:18:00Z,1.542,104.2,16.1,085,563123456,Container
2025-08-20T11:21:00Z,1.542,104.2,16.5,085,563123456,Container
2025-08-20T11:24:00Z,1.543,104.2,16.3,089,563123456,Container
2025-08-20T11:27:00Z,1.543,104.2,15.8,092,563123456,Container
2025-08-20T11:30:00Z,1.543,104.2,15.3,088,563123456,Container
2025-08-20T11:33:00Z,1.543,104.2,15.9,091,563123456,Container
2025-08-20T11:36:00Z,1.544,104.2,15.7,094,563123456,Container
2025-08-20T11:39:00Z,1.543,104.2,15.8,090,563123456,Container
2025-08-20T11:42:00Z,1.543,104.2,15.4,094,563123456,Container
2025-08-20T11:45:00Z,1.543,104.2,15.5,096,563123456,Container
2025-08-20T11:48:00Z,1.542,104.2,15.3,093,563123456,Container
2025-08-20T11:51:00Z,1.542,104.2,14.9,092,563123456,Container
2025-08-20T11:54:00Z,1.541,104.2,15.0,097,563123456,Container
2025-08-20T11:57:00Z,1.54,104.2,15.7,098,563123456,Container
2025-08-20T12:00:00Z,1.539,104.2,14.9,100,563123456,Container
2025-08-20T12:03:00Z,1.539,104.2,15.0,104,563123456,Container
2025-08-20T12:06:00Z,1.537,104.2,14.9,103,563123456,Container
2025-08-20T12:09:00Z,1.536,104.2,15.3,103,563123456,Container
2025-08-20T12:12:00Z,1.533,104.2,16.1,108,563123456,Container
2025-08-20T12:15:00Z,1.531,104.2,16.4,112,563123456,Container
2025-08-20T12:18:00Z,1.529,104.2,16.8,117,563123456,Container
2025-08-20T12:21:00Z,1.527,104.2,16.7,116,563123456,Container
2025-08-20T12:24:00Z,1.522,104.2,16.5,120,563123456,Container
2025-08-20T12:27:00Z,1.518,104.2,16.5,122,563123456,Container
2025-08-20T12:30:00Z,1.515,104.2,15.5,123,563123456,Container
2025-08-20T12:33:00Z,1.511,104.2,15.1,118,563123456,Container
2025-08-20T12:36:00Z,1.508,104.2,15.2,118,563123456,Container
2025-08-20T12:39:00Z,1.505,104.2,15.1,114,563123456,Container
2025-08-20T12:42:00Z,1.502,104.2,15.4,114,563123456,Container
2025-08-20T12:45:00Z,1.498,104.2,15.4,114,563123456,Container
2025-08-20T12:48:00Z,1.495,104.2,15.5,109,563123456,Container
2025-08-20T12:51:00Z,1.493,104.2,15.4,105,563123456,Container
2025-08-20T12:54:00Z,1.49,104.2,15.6,109,563123456,Container
2025-08-20T12:57:00Z,1.489,104.2,15.6,105,563123456,Container
2025-08-20T13:00:00Z,1.487,104.2,15.8,110,563123456,Container
2025-08-20T13:03:00Z,1.485,104.2,15.8,113,563123456,Container
2025-08-20T13:06:00Z,1.483,104.2,16.4,116,563123456,Container
2025-08-20T13:09:00Z,1.48,104.2,16.4,112,563123456,Container
2025-08-20T13:12:00Z,1.479,104.2,15.6,117,563123456,Container
2025-08-20T13:15:00Z,1.475,104.2,16.1,121,563123456,Container
2025-08-20T13:18:00Z,1.471,104.2,15.5,119,563123456,Container
2025-08-20T13:21:00Z,1.469,104.2,15.4,117,563123456,Container
2025-08-20T13:24:00Z,1.466,104.2,15.2,114,563123456,Container
2025-08-20T13:27:00Z,1.463,104.2,15.0,118,563123456,Container
2025-08-20T13:30:00Z,1.46,104.2,14.8,114,563123456,Container
2025-08-20T13:33:00Z,1.456,104.2,14.7,116,563123456,Container
2025-08-20T13:36:00Z,1.454,104.2,14.4,119,563123456,Container
2025-08-20T13:39:00Z,1.45,104.2,14.2,120,563123456,Container
2025-08-20T13:42:00Z,1.447,104.2,14.3,123,563123456,Container
2025-08-20T13:45:00Z,1.444,104.2,14.2,126,563123456,Container
2025-08-20T13:48:00Z,1.44,104.2,14.2,128,563123456,Container
2025-08-20T13:51:00Z,1.436,104.2,14.1,124,563123456,Container
2025-08-20T13:54:00Z,1.432,104.2,13.9,121,563123456,Container
2025-08-20T13:57:00Z,1.429,104.2,14.3,123,563123456,Container
2025-08-20T14:00:00Z,1.426,104.2,14.5,121,563123456,Container
2025-08-20T14:03:00Z,1.422,104.2,14.9,121,563123456,Container
2025-08-20T14:06:00Z,1.419,104.2,15.0,117,563123456,Container
2025-08-20T14:09:00Z,1.416,104.2,15.0,115,563123456,Container
2025-08-20T14:12:00Z,1.413,104.2,15.7,114,563123456,Container
2025-08-20T14:15:00Z,1.41,104.2,16.0,117,563123456,Container
2025-08-20T14:18:00Z,1.407,104.2,16.2,115,563123456,Container
2025-08-20T14:21:00Z,1.403,104.2,16.5,110,563123456,Container
2025-08-20T14:24:00Z,1.401,104.2,15.9,109,563123456,Container
2025-08-20T14:27:00Z,1.399,104.2,15.7,114,563123456,Container
2025-08-20T14:30:00Z,1.396,104.2,16.6,111,563123456,Container
2025-08-20T14:33:00Z,1.393,104.2,16.6,116,563123456,Container
2025-08-20T14:36:00Z,1.389,104.2,16.7,121,563123456,Container
2025-08-20T14:39:00Z,1.385,104.2,16.9,120,563123456,Container
2025-08-20T14:42:00Z,1.381,104.2,17.4,124,563123456,Container
2025-08-20T14:45:00Z,1.376,104.2,17.4,128,563123456,Container
2025-08-20T14:48:00Z,1.371,104.2,17.1,132,563123456,Container
2025-08-20T14:51:00Z,1.365,104.2,17.2,135,563123456,Container
2025-08-20T14:54:00Z,1.361,104.2,16.8,139,563123456,Container
2025-08-20T14:57:00Z,1.355,104.2,17.1,140,563123456,Container
2025-08-20T15:00:00Z,1.348,104.2,18.0,136,563123456,Container
2025-08-20T15:03:00Z,1.343,104.2,17.4,135,563123456,Container
2025-08-20T15:06:00Z,1.337,104.2,17.6,138,563123456,Container
2025-08-20T15:09:00Z,1.332,104.2,17.0,139,563123456,Container
2025-08-20T15:12:00Z,1.325,104.2,16.8,137,563123456,Container
2025-08-20T15:15:00Z,1.319,104.2,16.5,142,563123456,Container
2025-08-20T15:18:00Z,1.313,104.2,16.5,141,563123456,Container
2025-08-20T15:21:00Z,1.308,104.2,16.0,145,563123456,Container
2025-08-20T15:24:00Z,1.302,104.2,16.2,143,563123456,Container
2025-08-20T15:27:00Z,1.296,104.2,15.8,146,563123456,Container
2025-08-20T15:30:00Z,1.29,104.2,15.6,147,563123456,Container
2025-08-20T15:33:00Z,1.285,104.2,16.5,143,563123456,Container
2025-08-20T15:36:00Z,1.279,104.2,17.5,141,563123456,Container
2025-08-20T15:39:00Z,1.272,104.2,17.3,146,563123456,Container
2025-08-20T15:42:00Z,1.266,104.2,17.6,150,563123456,Container
2025-08-20T15:45:00Z,1.259,104.2,17.6,147,563123456,Container
2025-08-20T15:48:00Z,1.252,104.2,17.8,148,563123456,Container
2025-08-20T15:51:00Z,1.245,104.2,17.4,146,563123456,Container
2025-08-20T15:54:00Z,1.239,104.2,18.4,141,563123456,Container
2025-08-20T15:57:00Z,1.233,104.2,18.4,144,563123456,Container
2025-08-20T16:00:00Z,1.225,104.2,18.0,142,563123456,Container
2025-08-20T16:03:00Z,1.219,104.2,17.3,140,563123456,Container
2025-08-20T16:06:00Z,1.213,104.2,17.5,136,563123456,Container
2025-08-20T16:09:00Z,1.207,104.2,17.3,139,563123456,Container
2025-08-20T16:12:00Z,1.2,104.2,16.9,134,563123456,Container
2025-08-20T16:15:00Z,1.195,104.2,17.3,134,563123456,Container
2025-08-20T16:18:00Z,1.189,104.2,17.7,131,563123456,Container
2025-08-20T16:21:00Z,1.184,104.2,17.5,131,563123456,Container
2025-08-20T16:24:00Z,1.178,104.2,17.7,130,563123456,Container
2025-08-20T16:27:00Z,1.172,104.2,16.9,128,563123456,Container
2025-08-20T16:30:00Z,1.169,104.2,16.4,125,563123456,Container
2025-08-20T16:33:00Z,1.165,104.2,16.2,120,563123456,Container
2025-08-20T16:36:00Z,1.162,104.2,16.1,122,563123456,Container
2025-08-20T16:39:00Z,1.159,104.2,16.6,123,563123456,Container
2025-08-20T16:42:00Z,1.155,104.2,17.3,122,563123456,Container
2025-08-20T16:45:00Z,1.152,104.2,17.3,117,563123456,Container
2025-08-20T16:48:00Z,1.148,104.2,16.9,122,563123456,Container
2025-08-20T16:51:00Z,1.143,104.2,17.4,122,563123456,Container
2025-08-20T16:54:00Z,1.138,104.2,17.9,118,563123456,Container
2025-08-20T16:57:00Z,1.134,104.2,18.3,122,563123456,Container
2025-08-20T17:00:00Z,1.129,104.2,18.4,121,563123456,Container
2025-08-20T17:03:00Z,1.124,104.2,18.0,123,563123456,Container
2025-08-20T17:06:00Z,1.12,104.2,18.1,121,563123456,Container
2025-08-20T17:09:00Z,1.116,104.2,18.4,122,563123456,Container
2025-08-20T17:12:00Z,1.111,104.2,18.7,121,563123456,Container
2025-08-20T17:15:00Z,1.105,104.2,18.7,121,563123456,Container
2025-08-20T17:18:00Z,1.101,104.2,18.4,126,563123456,Container
2025-08-20T17:21:00Z,1.1,104.2,19.0,121,563123456,Container
2025-08-20T17:24:00Z,1.1,104.2,19.2,122,563123456,Container
2025-08-20T17:27:00Z,1.1,104.2,19.8,121,563123456,Container
2025-08-20T17:30:00Z,1.1,104.2,19.7,117,563123456,Container
2025-08-20T17:33:00Z,1.1,104.2,19.5,120,563123456,Container
2025-08-20T17:36:00Z,1.1,104.2,19.7,116,563123456,Container
2025-08-20T17:39:00Z,1.1,104.2,19.8,120,563123456,Container
2025-08-20T17:42:00Z,1.1,104.2,20.0,117,563123456,Container
2025-08-20T17:45:00Z,1.1,104.2,20.4,114,563123456,Container
2025-08-20T17:48:00Z,1.1,104.2,21.1,116,563123456,Container
2025-08-20T17:51:00Z,1.1,104.2,20.8,116,563123456,Container
2025-08-20T17:54:00Z,1.1,104.2,21.3,114,563123456,Container
2025-08-20T17:57:00Z,1.1,104.2,21.6,114,563123456,Container
2025-08-20T18:00:00Z,1.1,104.2,21.9,119,563123456,Container
2025-08-20T18:03:00Z,1.1,104.2,22.0,116,563123456,Container
2025-08-20T18:06:00Z,1.1,104.2,22.0,111,563123456,Container
2025-08-20T18:09:00Z,1.1,104.2,21.4,110,563123456,Container
2025-08-20T18:12:00Z,1.1,104.2,22.0,105,563123456,Container
2025-08-20T18:15:00Z,1.1,104.2,22.0,104,563123456,Container
2025-08-20T18:18:00Z,1.1,104.2,21.6,101,563123456,Container
2025-08-20T18:21:00Z,1.1,104.2,22.0,101,563123456,Container
2025-08-20T18:24:00Z,1.1,104.2,22.0,102,563123456,Container
2025-08-20T18:27:00Z,1.1,104.2,22.0,104,563123456,Container
2025-08-20T18:30:00Z,1.1,104.2,22.0,106,563123456,Container
2025-08-20T18:33:00Z,1.1,104.2,22.0,101,563123456,Container
2025-08-20T18:36:00Z,1.1,104.2,22.0,104,563123456,Container
2025-08-20T18:39:00Z,1.1,104.2,21.9,103,563123456,Container
2025-08-20T18:42:00Z,1.1,104.2,22.0,100,563123456,Container
2025-08-20T18:45:00Z,1.1,104.2,21.9,097,563123456,Container
2025-08-20T18:48:00Z,1.1,104.2,21.7,095,563123456,Container
2025-08-20T18:51:00Z,1.1,104.2,21.6,099,563123456,Container
2025-08-20T18:54:00Z,1.1,104.2,21.7,096,563123456,Container
2025-08-20T18:57:00Z,1.1,104.2,22.0,092,563123456,Container
2025-08-20T19:00:00Z,1.1,104.2,21.8,094,563123456,Container
2025-08-20T19:03:00Z,1.1,104.2,21.6,096,563123456,Container
2025-08-20T19:06:00Z,1.1,104.2,21.7,093,563123456,Container
2025-08-20T19:09:00Z,1.1,104.2,21.5,095,563123456,Container
2025-08-20T19:12:00Z,1.1,104.2,21.1,095,563123456,Container
2025-08-20T19:15:00Z,1.1,104.2,20.6,091,563123456,Container
2025-08-20T19:18:00Z,1.1,104.2,20.5,096,563123456,Container
2025-08-20T19:21:00Z,1.1,104.2,20.7,096,563123456,Container
2025-08-20T19:24:00Z,1.1,104.2,20.7,099,563123456,Container
2025-08-20T19:27:00Z,1.1,104.2,20.9,101,563123456,Container
2025-08-20T19:30:00Z,1.1,104.2,20.8,098,563123456,Container
2025-08-20T19:33:00Z,1.1,104.2,21.2,103,563123456,Container
2025-08-20T19:36:00Z,1.1,104.2,21.0,105,563123456,Container
2025-08-20T19:39:00Z,1.1,104.2,20.8,102,563123456,Container
2025-08-20T19:42:00Z,1.1,104.2,20.5,099,563123456,Container
2025-08-20T19:45:00Z,1.1,104.2,20.8,095,563123456,Container
2025-08-20T19:48:00Z,1.1,104.2,20.2,093,563123456,Container
2025-08-20T19:51:00Z,1.1,104.2,20.0,095,563123456,Container
2025-08-20T19:54:00Z,1.1,104.2,19.9,092,563123456,Container
2025-08-20T19:57:00Z,1.1,104.2,19.9,095,563123456,Container
2025-08-20T20:00:00Z,1.1,104.2,19.7,097,563123456,Container
2025-08-20T20:03:00Z,1.1,104.2,19.7,100,563123456,Container
2025-08-20T20:06:00Z,1.1,104.2,19.4,103,563123456,Container
2025-08-20T20:09:00Z,1.1,104.2,19.7,104,563123456,Container
2025-08-20T20:12:00Z,1.1,104.2,19.1,109,563123456,Container
2025-08-20T20:15:00Z,1.1,104.2,19.2,104,563123456,Container
2025-08-20T20:18:00Z,1.1,104.2,19.1,101,563123456,Container
2025-08-20T20:21:00Z,1.1,104.2,19.8,099,563123456,Container
2025-08-20T20:24:00Z,1.1,104.2,19.5,096,563123456,Container
2025-08-20T20:27:00Z,1.1,104.2,20.4,096,563123456,Container
2025-08-20T20:30:00Z,1.1,104.2,20.3,101,563123456,Container
2025-08-20T20:33:00Z,1.1,104.2,19.7,103,563123456,Container
2025-08-20T20:36:00Z,1.1,104.2,19.8,098,563123456,Container
2025-08-20T20:39:00Z,1.1,104.2,19.9,101,563123456,Container
2025-08-20T20:42:00Z,1.1,104.2,20.5,106,563123456,Container
2025-08-20T20:45:00Z,1.1,104.2,20.2,103,563123456,Container
2025-08-20T20:48:00Z,1.1,104.2,20.8,098,563123456,Container
2025-08-20T20:51:00Z,1.1,104.2,21.4,094,563123456,Container
2025-08-20T20:54:00Z,1.1,104.2,21.5,096,563123456,Container
2025-08-20T20:57:00Z,1.1,104.2,21.6,099,563123456,Container
2025-08-20T21:00:00Z,1.1,104.2,22.0,096,563123456,Container
2025-08-20T21:03:00Z,1.1,104.2,22.0,098,563123456,Container
2025-08-20T21:06:00Z,1.1,104.2,22.0,099,563123456,Container
2025-08-20T21:09:00Z,1.1,104.2,22.0,102,563123456,Container
2025-08-20T21:12:00Z,1.1,104.2,22.0,103,563123456,Container
2025-08-20T21:15:00Z,1.1,104.2,21.6,106,563123456,Container
2025-08-20T21:18:00Z,1.1,104.2,22.0,109,563123456,Container
2025-08-20T21:21:00Z,1.1,104.2,22.0,108,563123456,Container
2025-08-20T21:24:00Z,1.1,104.2,22.0,113,563123456,Container
2025-08-20T21:27:00Z,1.1,104.2,22.0,111,563123456,Container
2025-08-20T21:30:00Z,1.1,104.2,22.0,109,563123456,Container
2025-08-20T21:33:00Z,1.1,104.2,21.4,108,563123456,Container
2025-08-20T21:36:00Z,1.1,104.2,21.2,106,563123456,Container
2025-08-20T21:39:00Z,1.1,104.2,21.2,102,563123456,Container
2025-08-20T21:42:00Z,1.1,104.2,21.6,098,563123456,Container
2025-08-20T21:45:00Z,1.1,104.2,20.8,100,563123456,Container
2025-08-20T21:48:00Z,1.1,104.2,21.1,095,563123456,Container
2025-08-20T21:51:00Z,1.1,104.2,21.7,097,563123456,Container
2025-08-20T21:54:00Z,1.1,104.2,21.8,102,563123456,Container
2025-08-20T21:57:00Z,1.1,104.2,22.0,101,563123456,Container
2025-08-20T22:00:00Z,1.1,104.2,21.5,099,563123456,Container
2025-08-20T22:03:00Z,1.1,104.2,21.8,104,563123456,Container
2025-08-20T22:06:00Z,1.1,104.2,21.8,109,563123456,Container
2025-08-20T22:09:00Z,1.1,104.2,22.0,111,563123456,Container
2025-08-20T22:12:00Z,1.1,104.2,20.8,112,563123456,Container
2025-08-20T22:15:00Z,1.1,104.2,20.5,111,563123456,Container
2025-08-20T22:18:00Z,1.1,104.2,20.2,114,563123456,Container
